"Notes"	"State"	"StateCode"	"Year"	"YearCode"	"Age"	"AgeCode"	Births	FPop	Rate
	"Tennessee"	"47"	"2010"	"2010"	"20-24 years"	"20-24"	22801	213339	106.88
	"Tennessee"	"47"	"2010"	"2010"	"25-29 years"	"25-29"	22880	210686	108.60
	"Tennessee"	"47"	"2010"	"2010"	"30-34 years"	"30-34"	16042	204785	78.34
	"Tennessee"	"47"	"2010"	"2010"	"35-39 years"	"35-39"	6898	213862	32.25
	"Tennessee"	"47"	"2010"	"2010"	"40-44 years"	"40-44"	1422	217494	6.54
	"Tennessee"	"47"	"2010"	"2010"	"45-49 years"	"45-49"	76	Not Available	Not Available
	"Tennessee"	"47"	"2011"	"2011"	"Under 15 years"	"15"	103	Not Available	Not Available
	"Tennessee"	"47"	"2011"	"2011"	"15-19 years"	"15-19"	8497	208025	40.85
	"Tennessee"	"47"	"2011"	"2011"	"20-24 years"	"20-24"	22745	220971	102.93
	"Tennessee"	"47"	"2011"	"2011"	"25-29 years"	"25-29"	23105	211707	109.14
	"Tennessee"	"47"	"2011"	"2011"	"30-34 years"	"30-34"	16778	210250	79.80
	"Tennessee"	"47"	"2011"	"2011"	"35-39 years"	"35-39"	6820	205831	33.13
	"Tennessee"	"47"	"2011"	"2011"	"40-44 years"	"40-44"	1455	220428	6.60
	"Tennessee"	"47"	"2011"	"2011"	"45-49 years"	"45-49"	80	Not Available	Not Available
	"Tennessee"	"47"	"2012"	"2012"	"Under 15 years"	"15"	92	Not Available	Not Available
	"Tennessee"	"47"	"2012"	"2012"	"15-19 years"	"15-19"	7910	205291	38.53
	"Tennessee"	"47"	"2012"	"2012"	"20-24 years"	"20-24"	23197	226885	102.24
	"Tennessee"	"47"	"2012"	"2012"	"25-29 years"	"25-29"	23204	212712	109.09
	"Tennessee"	"47"	"2012"	"2012"	"30-34 years"	"30-34"	17405	213230	81.63
	"Tennessee"	"47"	"2012"	"2012"	"35-39 years"	"35-39"	7008	203585	34.42
	"Tennessee"	"47"	"2012"	"2012"	"40-44 years"	"40-44"	1472	221653	6.64
	"Tennessee"	"47"	"2012"	"2012"	"45-49 years"	"45-49"	77	Not Available	Not Available
	"Tennessee"	"47"	"2013"	"2013"	"Under 15 years"	"15"	88	Not Available	Not Available
	"Tennessee"	"47"	"2013"	"2013"	"15-19 years"	"15-19"	7105	204642	34.72
	"Tennessee"	"47"	"2013"	"2013"	"20-24 years"	"20-24"	22554	229454	98.29
	"Tennessee"	"47"	"2013"	"2013"	"25-29 years"	"25-29"	23454	212706	110.26
	"Tennessee"	"47"	"2013"	"2013"	"30-34 years"	"30-34"	18059	215057	83.97
	"Tennessee"	"47"	"2013"	"2013"	"35-39 years"	"35-39"	7148	203129	35.19
	"Tennessee"	"47"	"2013"	"2013"	"40-44 years"	"40-44"	1508	222212	6.79
	"Tennessee"	"47"	"2013"	"2013"	"45-49 years"	"45-49"	71	Not Available	Not Available
	"Tennessee"	"47"	"2014"	"2014"	"Under 15 years"	"15"	76	Not Available	Not Available
	"Tennessee"	"47"	"2014"	"2014"	"15-19 years"	"15-19"	6756	204949	32.96
	"Tennessee"	"47"	"2014"	"2014"	"20-24 years"	"20-24"	22475	231180	97.22
	"Tennessee"	"47"	"2014"	"2014"	"25-29 years"	"25-29"	24141	218088	110.69
	"Tennessee"	"47"	"2014"	"2014"	"30-34 years"	"30-34"	18911	215791	87.64
	"Tennessee"	"47"	"2014"	"2014"	"35-39 years"	"35-39"	7585	205650	36.88
	"Tennessee"	"47"	"2014"	"2014"	"40-44 years"	"40-44"	1562	220018	7.10
	"Tennessee"	"47"	"2014"	"2014"	"45-49 years"	"45-49"	93	Not Available	Not Available
	"Tennessee"	"47"	"2015"	"2015"	"Under 15 years"	"15"	67	Not Available	Not Available
	"Tennessee"	"47"	"2015"	"2015"	"15-19 years"	"15-19"	6267	205471	30.50
	"Tennessee"	"47"	"2015"	"2015"	"20-24 years"	"20-24"	21886	229124	95.52
	"Tennessee"	"47"	"2015"	"2015"	"25-29 years"	"25-29"	24758	224605	110.23
	"Tennessee"	"47"	"2015"	"2015"	"30-34 years"	"30-34"	19044	215918	88.20
	"Tennessee"	"47"	"2015"	"2015"	"35-39 years"	"35-39"	7997	209210	38.22
	"Tennessee"	"47"	"2015"	"2015"	"40-44 years"	"40-44"	1572	215362	7.30
	"Tennessee"	"47"	"2015"	"2015"	"45-49 years"	"45-49"	86	Not Available	Not Available
	"Texas"	"48"	"2007"	"2007"	"Under 15 years"	"15"	887	Not Available	Not Available
	"Texas"	"48"	"2007"	"2007"	"15-19 years"	"15-19"	54281	878939	61.76
	"Texas"	"48"	"2007"	"2007"	"20-24 years"	"20-24"	113169	854063	132.51
	"Texas"	"48"	"2007"	"2007"	"25-29 years"	"25-29"	110941	871577	127.29
	"Texas"	"48"	"2007"	"2007"	"30-34 years"	"30-34"	81335	831034	97.87
	"Texas"	"48"	"2007"	"2007"	"35-39 years"	"35-39"	39052	861877	45.31
	"Texas"	"48"	"2007"	"2007"	"40-44 years"	"40-44"	7519	847886	8.87
	"Texas"	"48"	"2007"	"2007"	"45-49 years"	"45-49"	419	Not Available	Not Available
	"Texas"	"48"	"2007"	"2007"	"50 years and over"	"50+"	22	Not Available	Not Available
	"Texas"	"48"	"2008"	"2008"	"Under 15 years"	"15"	843	Not Available	Not Available
	"Texas"	"48"	"2008"	"2008"	"15-19 years"	"15-19"	54284	894736	60.67
	"Texas"	"48"	"2008"	"2008"	"20-24 years"	"20-24"	110268	862114	127.90
	"Texas"	"48"	"2008"	"2008"	"25-29 years"	"25-29"	110890	895746	123.80
	"Texas"	"48"	"2008"	"2008"	"30-34 years"	"30-34"	81878	839275	97.56
	"Texas"	"48"	"2008"	"2008"	"35-39 years"	"35-39"	39123	878126	44.55
	"Texas"	"48"	"2008"	"2008"	"40-44 years"	"40-44"	7786	840021	9.27
	"Texas"	"48"	"2008"	"2008"	"45-49 years"	"45-49"	448	Not Available	Not Available
	"Texas"	"48"	"2008"	"2008"	"50 years and over"	"50+"	34	Not Available	Not Available
	"Texas"	"48"	"2009"	"2009"	"Under 15 years"	"15"	827	Not Available	Not Available
	"Texas"	"48"	"2009"	"2009"	"15-19 years"	"15-19"	52656	909426	57.90
	"Texas"	"48"	"2009"	"2009"	"20-24 years"	"20-24"	107412	874693	122.80
	"Texas"	"48"	"2009"	"2009"	"25-29 years"	"25-29"	110413	910067	121.32
	"Texas"	"48"	"2009"	"2009"	"30-34 years"	"30-34"	82515	859156	96.04
	"Texas"	"48"	"2009"	"2009"	"35-39 years"	"35-39"	39485	886544	44.54
	"Texas"	"48"	"2009"	"2009"	"40-44 years"	"40-44"	8165	840223	9.72
	"Texas"	"48"	"2009"	"2009"	"45-49 years"	"45-49"	471	Not Available	Not Available
	"Texas"	"48"	"2009"	"2009"	"50 years and over"	"50+"	33	Not Available	Not Available
	"Texas"	"48"	"2010"	"2010"	"Under 15 years"	"15"	705	Not Available	Not Available
	"Texas"	"48"	"2010"	"2010"	"15-19 years"	"15-19"	47751	914438	52.22
	"Texas"	"48"	"2010"	"2010"	"20-24 years"	"20-24"	101142	884726	114.32
	"Texas"	"48"	"2010"	"2010"	"25-29 years"	"25-29"	106148	914073	116.13
	"Texas"	"48"	"2010"	"2010"	"30-34 years"	"30-34"	82454	877547	93.96
	"Texas"	"48"	"2010"	"2010"	"35-39 years"	"35-39"	39107	887448	44.07
	"Texas"	"48"	"2010"	"2010"	"40-44 years"	"40-44"	8272	847930	9.76
	"Texas"	"48"	"2010"	"2010"	"45-49 years"	"45-49"	487	Not Available	Not Available
	"Texas"	"48"	"2010"	"2010"	"50 years and over"	"50+"	52	Not Available	Not Available
	"Texas"	"48"	"2011"	"2011"	"Under 15 years"	"15"	587	Not Available	Not Available
	"Texas"	"48"	"2011"	"2011"	"15-19 years"	"15-19"	42748	911763	46.88
	"Texas"	"48"	"2011"	"2011"	"20-24 years"	"20-24"	96806	913389	105.99
	"Texas"	"48"	"2011"	"2011"	"25-29 years"	"25-29"	105004	924159	113.62
	"Texas"	"48"	"2011"	"2011"	"30-34 years"	"30-34"	84319	904687	93.20
	"Texas"	"48"	"2011"	"2011"	"35-39 years"	"35-39"	38817	879380	44.14
	"Texas"	"48"	"2011"	"2011"	"40-44 years"	"40-44"	8671	873557	9.93
	"Texas"	"48"	"2011"	"2011"	"45-49 years"	"45-49"	469	Not Available	Not Available
	"Texas"	"48"	"2011"	"2011"	"50 years and over"	"50+"	24	Not Available	Not Available
	"Texas"	"48"	"2012"	"2012"	"Under 15 years"	"15"	544	Not Available	Not Available
	"Texas"	"48"	"2012"	"2012"	"15-19 years"	"15-19"	40451	910824	44.41
	"Texas"	"48"	"2012"	"2012"	"20-24 years"	"20-24"	97675	937209	104.22
	"Texas"	"48"	"2012"	"2012"	"25-29 years"	"25-29"	106377	930372	114.34
	"Texas"	"48"	"2012"	"2012"	"30-34 years"	"30-34"	87971	925423	95.06
	"Texas"	"48"	"2012"	"2012"	"35-39 years"	"35-39"	40180	879531	45.68
	"Texas"	"48"	"2012"	"2012"	"40-44 years"	"40-44"	8961	893303	10.03
	"Texas"	"48"	"2012"	"2012"	"45-49 years"	"45-49"	537	Not Available	Not Available
	"Texas"	"48"	"2012"	"2012"	"50 years and over"	"50+"	31	Not Available	Not Available
	"Texas"	"48"	"2013"	"2013"	"Under 15 years"	"15"	526	Not Available	Not Available
	"Texas"	"48"	"2013"	"2013"	"15-19 years"	"15-19"	37525	915489	40.99
	"Texas"	"48"	"2013"	"2013"	"20-24 years"	"20-24"	98630	951812	103.62
	"Texas"	"48"	"2013"	"2013"	"25-29 years"	"25-29"	108885	938580	116.01
	"Texas"	"48"	"2013"	"2013"	"30-34 years"	"30-34"	90625	945780	95.82
	"Texas"	"48"	"2013"	"2013"	"35-39 years"	"35-39"	41310	886049	46.62
	"Texas"	"48"	"2013"	"2013"	"40-44 years"	"40-44"	9218	905874	10.18
	"Texas"	"48"	"2013"	"2013"	"45-49 years"	"45-49"	577	Not Available	Not Available
	"Texas"	"48"	"2013"	"2013"	"50 years and over"	"50+"	44	Not Available	Not Available
	"Texas"	"48"	"2014"	"2014"	"Under 15 years"	"15"	470	Not Available	Not Available
	"Texas"	"48"	"2014"	"2014"	"15-19 years"	"15-19"	35063	927068	37.82
	"Texas"	"48"	"2014"	"2014"	"20-24 years"	"20-24"	99733	968365	102.99
	"Texas"	"48"	"2014"	"2014"	"25-29 years"	"25-29"	113074	964505	117.24
	"Texas"	"48"	"2014"	"2014"	"30-34 years"	"30-34"	97346	970141	100.34
	"Texas"	"48"	"2014"	"2014"	"35-39 years"	"35-39"	43993	905532	48.58
	"Texas"	"48"	"2014"	"2014"	"40-44 years"	"40-44"	9471	919073	10.30
	"Texas"	"48"	"2014"	"2014"	"45-49 years"	"45-49"	551	Not Available	Not Available
	"Texas"	"48"	"2014"	"2014"	"50 years and over"	"50+"	65	Not Available	Not Available
	"Texas"	"48"	"2015"	"2015"	"Under 15 years"	"15"	457	Not Available	Not Available
	"Texas"	"48"	"2015"	"2015"	"15-19 years"	"15-19"	32687	944889	34.59
	"Texas"	"48"	"2015"	"2015"	"20-24 years"	"20-24"	97786	974934	100.30
	"Texas"	"48"	"2015"	"2015"	"25-29 years"	"25-29"	115576	991568	116.56
	"Texas"	"48"	"2015"	"2015"	"30-34 years"	"30-34"	100361	985448	101.84
	"Texas"	"48"	"2015"	"2015"	"35-39 years"	"35-39"	46155	930639	49.59
	"Texas"	"48"	"2015"	"2015"	"40-44 years"	"40-44"	9929	921153	10.78
	"Texas"	"48"	"2015"	"2015"	"45-49 years"	"45-49"	610	Not Available	Not Available
	"Texas"	"48"	"2015"	"2015"	"50 years and over"	"50+"	57	Not Available	Not Available
	"Utah"	"49"	"2007"	"2007"	"Under 15 years"	"15"	26	Not Available	Not Available
	"Utah"	"49"	"2007"	"2007"	"15-19 years"	"15-19"	3775	106726	35.37
	"Utah"	"49"	"2007"	"2007"	"20-24 years"	"20-24"	14833	113820	130.32
	"Utah"	"49"	"2007"	"2007"	"25-29 years"	"25-29"	19574	109680	178.46
	"Utah"	"49"	"2007"	"2007"	"30-34 years"	"30-34"	11803	92611	127.45
	"Utah"	"49"	"2007"	"2007"	"35-39 years"	"35-39"	4278	80095	53.41
	"Utah"	"49"	"2007"	"2007"	"40-44 years"	"40-44"	785	73337	10.70
	"Utah"	"49"	"2007"	"2007"	"45-49 years"	"45-49"	52	Not Available	Not Available
	"Utah"	"49"	"2008"	"2008"	"Under 15 years"	"15"	32	Not Available	Not Available
	"Utah"	"49"	"2008"	"2008"	"15-19 years"	"15-19"	3749	108218	34.64
	"Utah"	"49"	"2008"	"2008"	"20-24 years"	"20-24"	14575	113211	128.74
	"Utah"	"49"	"2008"	"2008"	"25-29 years"	"25-29"	19633	111343	176.33
	"Utah"	"49"	"2008"	"2008"	"30-34 years"	"30-34"	12432	98229	126.56
	"Utah"	"49"	"2008"	"2008"	"35-39 years"	"35-39"	4367	82830	52.72
	"Utah"	"49"	"2008"	"2008"	"40-44 years"	"40-44"	790	73048	10.81
	"Utah"	"49"	"2008"	"2008"	"45-49 years"	"45-49"	50	Not Available	Not Available
	"Utah"	"49"	"2009"	"2009"	"Under 15 years"	"15"	33	Not Available	Not Available
	"Utah"	"49"	"2009"	"2009"	"15-19 years"	"15-19"	3349	108952	30.74
	"Utah"	"49"	"2009"	"2009"	"20-24 years"	"20-24"	13431	113133	118.72
	"Utah"	"49"	"2009"	"2009"	"25-29 years"	"25-29"	18804	111907	168.03
	"Utah"	"49"	"2009"	"2009"	"30-34 years"	"30-34"	12949	102736	126.04
	"Utah"	"49"	"2009"	"2009"	"35-39 years"	"35-39"	4490	85505	52.51
	"Utah"	"49"	"2009"	"2009"	"40-44 years"	"40-44"	768	73799	10.41
	"Utah"	"49"	"2009"	"2009"	"45-49 years"	"45-49"	57	Not Available	Not Available
	"Utah"	"49"	"2010"	"2010"	"Under 15 years"	"15"	27	Not Available	Not Available
	"Utah"	"49"	"2010"	"2010"	"15-19 years"	"15-19"	3049	109363	27.88
	"Utah"	"49"	"2010"	"2010"	"20-24 years"	"20-24"	12513	112912	110.82
	"Utah"	"49"	"2010"	"2010"	"25-29 years"	"25-29"	18217	111128	163.93
	"Utah"	"49"	"2010"	"2010"	"30-34 years"	"30-34"	12974	105641	122.81
	"Utah"	"49"	"2010"	"2010"	"35-39 years"	"35-39"	4572	87589	52.20
	"Utah"	"49"	"2010"	"2010"	"40-44 years"	"40-44"	846	75487	11.21
	"Utah"	"49"	"2010"	"2010"	"45-49 years"	"45-49"	57	Not Available	Not Available
	"Utah"	"49"	"2011"	"2011"	"Under 15 years"	"15"	23	Not Available	Not Available
	"Utah"	"49"	"2011"	"2011"	"15-19 years"	"15-19"	2542	110196	23.07
	"Utah"	"49"	"2011"	"2011"	"20-24 years"	"20-24"	11824	115534	102.34
	"Utah"	"49"	"2011"	"2011"	"25-29 years"	"25-29"	17859	109158	163.61
	"Utah"	"49"	"2011"	"2011"	"30-34 years"	"30-34"	13331	109418	121.84
	"Utah"	"49"	"2011"	"2011"	"35-39 years"	"35-39"	4761	89576	53.15
	"Utah"	"49"	"2011"	"2011"	"40-44 years"	"40-44"	840	78789	10.66
	"Utah"	"49"	"2011"	"2011"	"45-49 years"	"45-49"	39	Not Available	Not Available
	"Utah"	"49"	"2012"	"2012"	"Under 15 years"	"15"	13	Not Available	Not Available
	"Utah"	"49"	"2012"	"2012"	"15-19 years"	"15-19"	2494	107266	23.25
	"Utah"	"49"	"2012"	"2012"	"20-24 years"	"20-24"	11669	119095	97.98
	"Utah"	"49"	"2012"	"2012"	"25-29 years"	"25-29"	17803	107108	166.22
	"Utah"	"49"	"2012"	"2012"	"30-34 years"	"30-34"	13406	111266	120.49
	"Utah"	"49"	"2012"	"2012"	"35-39 years"	"35-39"	5129	93648	54.77
	"Utah"	"49"	"2012"	"2012"	"40-44 years"	"40-44"	899	81030	11.09
	"Utah"	"49"	"2012"	"2012"	"45-49 years"	"45-49"	46	Not Available	Not Available
	"Utah"	"49"	"2013"	"2013"	"Under 15 years"	"15"	15	Not Available	Not Available
	"Utah"	"49"	"2013"	"2013"	"15-19 years"	"15-19"	2254	109556	20.57
	"Utah"	"49"	"2013"	"2013"	"20-24 years"	"20-24"	11391	120676	94.39
	"Utah"	"49"	"2013"	"2013"	"25-29 years"	"25-29"	17215	105301	163.48
	"Utah"	"49"	"2013"	"2013"	"30-34 years"	"30-34"	13727	111530	123.08
	"Utah"	"49"	"2013"	"2013"	"35-39 years"	"35-39"	5406	98656	54.80
	"Utah"	"49"	"2013"	"2013"	"40-44 years"	"40-44"	889	84059	10.58
	"Utah"	"49"	"2013"	"2013"	"45-49 years"	"45-49"	54	Not Available	Not Available
	"Utah"	"49"	"2014"	"2014"	"Under 15 years"	"15"	17	Not Available	Not Available
	"Utah"	"49"	"2014"	"2014"	"15-19 years"	"15-19"	2163	111233	19.45
	"Utah"	"49"	"2014"	"2014"	"20-24 years"	"20-24"	11309	121791	92.86
	"Utah"	"49"	"2014"	"2014"	"25-29 years"	"25-29"	17219	105769	162.80
	"Utah"	"49"	"2014"	"2014"	"30-34 years"	"30-34"	13712	111345	123.15
	"Utah"	"49"	"2014"	"2014"	"35-39 years"	"35-39"	5710	102990	55.44
	"Utah"	"49"	"2014"	"2014"	"40-44 years"	"40-44"	955	86260	11.07
	"Utah"	"49"	"2014"	"2014"	"45-49 years"	"45-49"	63	Not Available	Not Available
	"Utah"	"49"	"2015"	"2015"	"Under 15 years"	"15"	16	Not Available	Not Available
	"Utah"	"49"	"2015"	"2015"	"15-19 years"	"15-19"	2021	114923	17.59
	"Utah"	"49"	"2015"	"2015"	"20-24 years"	"20-24"	10622	122960	86.39
	"Utah"	"49"	"2015"	"2015"	"25-29 years"	"25-29"	17412	107281	162.30
	"Utah"	"49"	"2015"	"2015"	"30-34 years"	"30-34"	13699	110501	123.97
	"Utah"	"49"	"2015"	"2015"	"35-39 years"	"35-39"	5950	107138	55.54
	"Utah"	"49"	"2015"	"2015"	"40-44 years"	"40-44"	998	88541	11.27
	"Utah"	"49"	"2015"	"2015"	"45-49 years"	"45-49"	59	Not Available	Not Available
	"Vermont"	"50"	"2007"	"2007"	"15-19 years"	"15-19"	492	23455	20.98
	"Vermont"	"50"	"2007"	"2007"	"20-24 years"	"20-24"	1513	21502	70.37
	"Vermont"	"50"	"2007"	"2007"	"25-29 years"	"25-29"	1864	16325	114.18
	"Vermont"	"50"	"2007"	"2007"	"30-34 years"	"30-34"	1562	17261	90.49
	"Vermont"	"50"	"2007"	"2007"	"35-39 years"	"35-39"	887	20339	43.61
	"Vermont"	"50"	"2007"	"2007"	"40-44 years"	"40-44"	183	23563	7.77
	"Vermont"	"50"	"2008"	"2008"	"15-19 years"	"15-19"	472	23196	20.35
	"Vermont"	"50"	"2008"	"2008"	"20-24 years"	"20-24"	1472	21012	70.06
	"Vermont"	"50"	"2008"	"2008"	"25-29 years"	"25-29"	1809	17092	105.84
	"Vermont"	"50"	"2008"	"2008"	"30-34 years"	"30-34"	1599	17110	93.45
	"Vermont"	"50"	"2008"	"2008"	"35-39 years"	"35-39"	818	19612	41.71
	"Vermont"	"50"	"2008"	"2008"	"40-44 years"	"40-44"	155	22739	6.82
	"Vermont"	"50"	"2009"	"2009"	"15-19 years"	"15-19"	393	22699	17.31
	"Vermont"	"50"	"2009"	"2009"	"20-24 years"	"20-24"	1406	21022	66.88
	"Vermont"	"50"	"2009"	"2009"	"25-29 years"	"25-29"	1735	17802	97.46
	"Vermont"	"50"	"2009"	"2009"	"30-34 years"	"30-34"	1583	17117	92.48
	"Vermont"	"50"	"2009"	"2009"	"35-39 years"	"35-39"	787	18871	41.70
	"Vermont"	"50"	"2009"	"2009"	"40-44 years"	"40-44"	187	21754	8.60
	"Vermont"	"50"	"2009"	"2009"	"45-49 years"	"45-49"	16	Not Available	Not Available
	"Vermont"	"50"	"2010"	"2010"	"15-19 years"	"15-19"	401	22353	17.94
	"Vermont"	"50"	"2010"	"2010"	"20-24 years"	"20-24"	1355	21169	64.01
	"Vermont"	"50"	"2010"	"2010"	"25-29 years"	"25-29"	1725	17728	97.30
	"Vermont"	"50"	"2010"	"2010"	"30-34 years"	"30-34"	1743	17273	100.91
	"Vermont"	"50"	"2010"	"2010"	"35-39 years"	"35-39"	800	18376	43.54
	"Vermont"	"50"	"2010"	"2010"	"40-44 years"	"40-44"	183	21398	8.55
	"Vermont"	"50"	"2010"	"2010"	"45-49 years"	"45-49"	13	Not Available	Not Available
	"Vermont"	"50"	"2011"	"2011"	"15-19 years"	"15-19"	375	22344	16.78
	"Vermont"	"50"	"2011"	"2011"	"20-24 years"	"20-24"	1360	21233	64.05
	"Vermont"	"50"	"2011"	"2011"	"25-29 years"	"25-29"	1705	17649	96.61
	"Vermont"	"50"	"2011"	"2011"	"30-34 years"	"30-34"	1662	17749	93.64
	"Vermont"	"50"	"2011"	"2011"	"35-39 years"	"35-39"	779	17282	45.08
	"Vermont"	"50"	"2011"	"2011"	"40-44 years"	"40-44"	176	21092	8.34
	"Vermont"	"50"	"2011"	"2011"	"45-49 years"	"45-49"	15	Not Available	Not Available
	"Vermont"	"50"	"2012"	"2012"	"15-19 years"	"15-19"	361	22110	16.33
	"Vermont"	"50"	"2012"	"2012"	"20-24 years"	"20-24"	1303	21325	61.10
	"Vermont"	"50"	"2012"	"2012"	"25-29 years"	"25-29"	1726	17636	97.87
	"Vermont"	"50"	"2012"	"2012"	"30-34 years"	"30-34"	1684	17930	93.92
	"Vermont"	"50"	"2012"	"2012"	"35-39 years"	"35-39"	769	17023	45.17
	"Vermont"	"50"	"2012"	"2012"	"40-44 years"	"40-44"	156	20440	7.63
	"Vermont"	"50"	"2013"	"2013"	"15-19 years"	"15-19"	317	21806	14.54
	"Vermont"	"50"	"2013"	"2013"	"20-24 years"	"20-24"	1235	21773	56.72
	"Vermont"	"50"	"2013"	"2013"	"25-29 years"	"25-29"	1676	17716	94.60
	"Vermont"	"50"	"2013"	"2013"	"30-34 years"	"30-34"	1717	18163	94.53
	"Vermont"	"50"	"2013"	"2013"	"35-39 years"	"35-39"	834	17211	48.46
	"Vermont"	"50"	"2013"	"2013"	"40-44 years"	"40-44"	174	19666	8.85
	"Vermont"	"50"	"2013"	"2013"	"45-49 years"	"45-49"	17	Not Available	Not Available
	"Vermont"	"50"	"2014"	"2014"	"15-19 years"	"15-19"	307	21552	14.24
	"Vermont"	"50"	"2014"	"2014"	"20-24 years"	"20-24"	1214	22388	54.23
	"Vermont"	"50"	"2014"	"2014"	"25-29 years"	"25-29"	1735	17533	98.96
	"Vermont"	"50"	"2014"	"2014"	"30-34 years"	"30-34"	1833	18240	100.49
	"Vermont"	"50"	"2014"	"2014"	"35-39 years"	"35-39"	843	17364	48.55
	"Vermont"	"50"	"2014"	"2014"	"40-44 years"	"40-44"	179	18904	9.47
	"Vermont"	"50"	"2014"	"2014"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"Vermont"	"50"	"2015"	"2015"	"15-19 years"	"15-19"	245	21197	11.56
	"Vermont"	"50"	"2015"	"2015"	"20-24 years"	"20-24"	1074	22953	46.79
	"Vermont"	"50"	"2015"	"2015"	"25-29 years"	"25-29"	1711	17343	98.66
	"Vermont"	"50"	"2015"	"2015"	"30-34 years"	"30-34"	1794	18348	97.78
	"Vermont"	"50"	"2015"	"2015"	"35-39 years"	"35-39"	929	17508	53.06
	"Vermont"	"50"	"2015"	"2015"	"40-44 years"	"40-44"	136	18249	7.45
	"Virginia"	"51"	"2007"	"2007"	"Under 15 years"	"15"	119	Not Available	Not Available
	"Virginia"	"51"	"2007"	"2007"	"15-19 years"	"15-19"	9200	269203	34.17
	"Virginia"	"51"	"2007"	"2007"	"20-24 years"	"20-24"	25752	271838	94.73
	"Virginia"	"51"	"2007"	"2007"	"25-29 years"	"25-29"	30070	263432	114.15
	"Virginia"	"51"	"2007"	"2007"	"30-34 years"	"30-34"	26186	252294	103.79
	"Virginia"	"51"	"2007"	"2007"	"35-39 years"	"35-39"	14387	282701	50.89
	"Virginia"	"51"	"2007"	"2007"	"40-44 years"	"40-44"	2972	303491	9.79
	"Virginia"	"51"	"2007"	"2007"	"45-49 years"	"45-49"	183	Not Available	Not Available
	"Virginia"	"51"	"2007"	"2007"	"50 years and over"	"50+"	15	Not Available	Not Available
	"Virginia"	"51"	"2008"	"2008"	"Under 15 years"	"15"	105	Not Available	Not Available
	"Virginia"	"51"	"2008"	"2008"	"15-19 years"	"15-19"	8801	270400	32.55
	"Virginia"	"51"	"2008"	"2008"	"20-24 years"	"20-24"	24845	272353	91.22
	"Virginia"	"51"	"2008"	"2008"	"25-29 years"	"25-29"	29583	270455	109.38
	"Virginia"	"51"	"2008"	"2008"	"30-34 years"	"30-34"	26010	254118	102.35
	"Virginia"	"51"	"2008"	"2008"	"35-39 years"	"35-39"	13949	280527	49.72
	"Virginia"	"51"	"2008"	"2008"	"40-44 years"	"40-44"	3171	296497	10.69
	"Virginia"	"51"	"2008"	"2008"	"45-49 years"	"45-49"	206	Not Available	Not Available
	"Virginia"	"51"	"2008"	"2008"	"50 years and over"	"50+"	16	Not Available	Not Available
	"Virginia"	"51"	"2009"	"2009"	"Under 15 years"	"15"	106	Not Available	Not Available
	"Virginia"	"51"	"2009"	"2009"	"15-19 years"	"15-19"	8228	270590	30.41
	"Virginia"	"51"	"2009"	"2009"	"20-24 years"	"20-24"	24075	275504	87.39
	"Virginia"	"51"	"2009"	"2009"	"25-29 years"	"25-29"	29155	277506	105.06
	"Virginia"	"51"	"2009"	"2009"	"30-34 years"	"30-34"	26407	258183	102.28
	"Virginia"	"51"	"2009"	"2009"	"35-39 years"	"35-39"	13769	276117	49.87
	"Virginia"	"51"	"2009"	"2009"	"40-44 years"	"40-44"	3070	290990	10.55
	"Virginia"	"51"	"2009"	"2009"	"45-49 years"	"45-49"	238	Not Available	Not Available
	"Virginia"	"51"	"2009"	"2009"	"50 years and over"	"50+"	11	Not Available	Not Available
	"Virginia"	"51"	"2010"	"2010"	"Under 15 years"	"15"	71	Not Available	Not Available
	"Virginia"	"51"	"2010"	"2010"	"15-19 years"	"15-19"	7374	269463	27.37
	"Virginia"	"51"	"2010"	"2010"	"20-24 years"	"20-24"	22876	278050	82.27
	"Virginia"	"51"	"2010"	"2010"	"25-29 years"	"25-29"	28907	280372	103.10
	"Virginia"	"51"	"2010"	"2010"	"30-34 years"	"30-34"	26894	264423	101.71
	"Virginia"	"51"	"2010"	"2010"	"35-39 years"	"35-39"	13468	271926	49.53
	"Virginia"	"51"	"2010"	"2010"	"40-44 years"	"40-44"	3164	288464	10.97
	"Virginia"	"51"	"2010"	"2010"	"45-49 years"	"45-49"	232	Not Available	Not Available
	"Virginia"	"51"	"2010"	"2010"	"50 years and over"	"50+"	16	Not Available	Not Available
	"Virginia"	"51"	"2011"	"2011"	"Under 15 years"	"15"	57	Not Available	Not Available
	"Virginia"	"51"	"2011"	"2011"	"15-19 years"	"15-19"	6524	265862	24.54
	"Virginia"	"51"	"2011"	"2011"	"20-24 years"	"20-24"	22090	283109	78.03
	"Virginia"	"51"	"2011"	"2011"	"25-29 years"	"25-29"	29022	283781	102.27
	"Virginia"	"51"	"2011"	"2011"	"30-34 years"	"30-34"	27694	273711	101.18
	"Virginia"	"51"	"2011"	"2011"	"35-39 years"	"35-39"	13748	263072	52.26
	"Virginia"	"51"	"2011"	"2011"	"40-44 years"	"40-44"	3262	289485	11.27
	"Virginia"	"51"	"2011"	"2011"	"45-49 years"	"45-49"	243	Not Available	Not Available
	"Virginia"	"51"	"2011"	"2011"	"50 years and over"	"50+"	12	Not Available	Not Available
